GEO_ID,NAME,total_pop,white_pop,black_pop,asian_pop,DECENNIALPL2020.P2_data_with_overlays_2021-11-29T140643_NAME,hisp_pop,non_hisp_pop
id,Geographic Area Name, !!Total:, !!Total:!!Population of one race:!!White alone, !!Total:!!Population of one race:!!Black or African American alone, !!Total:!!Population of one race:!!Asian alone,Geographic Area Name, !!Total:!!Hispanic or Latino, !!Total:!!Not Hispanic or Latino:
1400000US42101002900,"Census Tract 29, Philadelphia County, Pennsylvania","4351","3577","86","259","Census Tract 29, Philadelphia County, Pennsylvania","316","4035"
1400000US42101003001,"Census Tract 30.01, Philadelphia County, Pennsylvania","4188","1413","586","1724","Census Tract 30.01, Philadelphia County, Pennsylvania","365","3823"
1400000US42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania","3529","1582","1163","302","Census Tract 30.02, Philadelphia County, Pennsylvania","399","3130"
1400000US42101003100,"Census Tract 31, Philadelphia County, Pennsylvania","5089","1759","2372","398","Census Tract 31, Philadelphia County, Pennsylvania","406","4683"
1400000US42101003200,"Census Tract 32, Philadelphia County, Pennsylvania","4511","1054","2782","173","Census Tract 32, Philadelphia County, Pennsylvania","388","4123"
1400000US42101003300,"Census Tract 33, Philadelphia County, Pennsylvania","6307","1707","3500","450","Census Tract 33, Philadelphia County, Pennsylvania","469","5838"
1400000US42101003600,"Census Tract 36, Philadelphia County, Pennsylvania","6571","1239","3383","1411","Census Tract 36, Philadelphia County, Pennsylvania","435","6136"
1400000US42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania","6106","1278","3227","955","Census Tract 37.01, Philadelphia County, Pennsylvania","458","5648"
1400000US42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania","3678","1060","1417","836","Census Tract 37.02, Philadelphia County, Pennsylvania","278","3400"
1400000US42101003800,"Census Tract 38, Philadelphia County, Pennsylvania","3820","3278","72","260","Census Tract 38, Philadelphia County, Pennsylvania","166","3654"
1400000US42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania","6219","3989","490","1084","Census Tract 39.01, Philadelphia County, Pennsylvania","526","5693"
1400000US42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania","5697","5117","55","204","Census Tract 39.02, Philadelphia County, Pennsylvania","211","5486"
1400000US42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania","4477","3343","109","569","Census Tract 40.01, Philadelphia County, Pennsylvania","440","4037"
1400000US42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania","5359","4051","60","692","Census Tract 40.02, Philadelphia County, Pennsylvania","502","4857"
1400000US42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania","7166","1893","941","2289","Census Tract 41.01, Philadelphia County, Pennsylvania","1982","5184"
1400000US42101004103,"Census Tract 41.03, Philadelphia County, Pennsylvania","4273","1166","245","1644","Census Tract 41.03, Philadelphia County, Pennsylvania","1209","3064"
1400000US42101004104,"Census Tract 41.04, Philadelphia County, Pennsylvania","4561","1594","283","1628","Census Tract 41.04, Philadelphia County, Pennsylvania","1007","3554"
1400000US42101004201,"Census Tract 42.01, Philadelphia County, Pennsylvania","5287","4045","192","516","Census Tract 42.01, Philadelphia County, Pennsylvania","505","4782"
1400000US42101004202,"Census Tract 42.02, Philadelphia County, Pennsylvania","5261","3395","301","1048","Census Tract 42.02, Philadelphia County, Pennsylvania","478","4783"
1400000US42101005400,"Census Tract 54, Philadelphia County, Pennsylvania","1191","154","876","76","Census Tract 54, Philadelphia County, Pennsylvania","51","1140"
1400000US42101005500,"Census Tract 55, Philadelphia County, Pennsylvania","5498","414","4504","285","Census Tract 55, Philadelphia County, Pennsylvania","187","5311"
1400000US42101005600,"Census Tract 56, Philadelphia County, Pennsylvania","1061","79","848","36","Census Tract 56, Philadelphia County, Pennsylvania","68","993"
1400000US42101006000,"Census Tract 60, Philadelphia County, Pennsylvania","6607","654","5034","617","Census Tract 60, Philadelphia County, Pennsylvania","197","6410"
1400000US42101006100,"Census Tract 61, Philadelphia County, Pennsylvania","3380","280","2592","351","Census Tract 61, Philadelphia County, Pennsylvania","105","3275"
1400000US42101006200,"Census Tract 62, Philadelphia County, Pennsylvania","4498","221","3742","230","Census Tract 62, Philadelphia County, Pennsylvania","210","4288"
1400000US42101006300,"Census Tract 63, Philadelphia County, Pennsylvania","4022","147","2928","496","Census Tract 63, Philadelphia County, Pennsylvania","365","3657"
1400000US42101006400,"Census Tract 64, Philadelphia County, Pennsylvania","4549","180","3691","444","Census Tract 64, Philadelphia County, Pennsylvania","148","4401"
1400000US42101006500,"Census Tract 65, Philadelphia County, Pennsylvania","4663","65","4289","50","Census Tract 65, Philadelphia County, Pennsylvania","129","4534"
1400000US42101006600,"Census Tract 66, Philadelphia County, Pennsylvania","3592","125","2773","357","Census Tract 66, Philadelphia County, Pennsylvania","270","3322"
1400000US42101006700,"Census Tract 67, Philadelphia County, Pennsylvania","7450","473","5797","713","Census Tract 67, Philadelphia County, Pennsylvania","263","7187"
